,id,Statement,Image,Web,Category,Date,Label,clean,clean_joined
6116,18236,Foreign Secretary to visit ÔoldÕ Europe,https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1184825601.jpg,TRIBUNEINDIA,POLITICS,Oct-20,TRUE,"['foreign', 'secretary', 'visit', 'ôoldõ', 'europe']",foreign secretary visit ôoldõ europe
19909,54771,Fact Check: Did Wayanad celebrate Rahul Gandhi?s victory with Pakistani flags?.Fact Check: Did Wayanad cheer up for Rahul Gandhi waving Pakistan flags?,https://englishtribuneimages.blob.core.windows.net/gallary-content/2021/1/2021_1$smallthumbimg_1203611389.jpg,AUGMENT,MISLEADING,,Fake,"['fact', 'check', 'wayanad', 'celebrate', 'rahul', 'gandhi', 'victory', 'pakistani', 'flags', 'fact', 'check', 'wayanad', 'cheer', 'rahul', 'gandhi', 'waving', 'pakistan', 'flags']",fact check wayanad celebrate rahul gandhi victory pakistani flags fact check wayanad cheer rahul gandhi waving pakistan flags
11664,29837,"DMK leader MK Stalin elevated to party president, secretary Durai Murugan becomes treasurer",https://static.theprint.in/wp-content/uploads/2018/08/2018_8img27_Aug_2018_PTI8_27_2018_000243B-324x235.jpg,THEPRINT,ELECTION,Aug-18,TRUE,"['dmk', 'leader', 'stalin', 'elevated', 'party', 'president', 'secretary', 'durai', 'murugan', 'treasurer']",dmk leader stalin elevated party president secretary durai murugan treasurer
45619,23150,"4 arrested for Rs 400 Crore GST fraud, ED likely to investigate",https://www.thestatesman.com/wp-content/uploads/2019/09/fa1645a09744ef2415cc5b9a57e1476d.jpg,THESTATESMAN,VIOLENCE,Sep-19,TRUE,"['arrested', 'crore', 'gst', 'fraud', 'likely', 'investigate']",arrested crore gst fraud likely investigate
27374,25315,Beirut's cultural community was already at breaking point. Then the blast hit,https://cdn.cnn.com/cnnnext/dam/assets/200812111641-09-beirut-explosion-culture-sursock-palace-super-tease.jpg,CNN,POLITICS,Aug-20,TRUE,"['beirut', 'cultural', 'community', 'breaking', 'point', 'blast', 'hit']",beirut cultural community breaking point blast hit
35323,39841,Old photos of unrelated aircrafts are used to claim Rafale fighter jet crashed during training in India in September 2020,https://factcheck.afp.com/sites/default/files/styles/landing_tag_item_l/public/medias/factchecking/factcheck-visual_8_6.png?itok=51NNduOA,AFP,VIOLENCE,20-Sep,Fake,"['old', 'photos', 'unrelated', 'aircrafts', 'claim', 'rafale', 'fighter', 'jet', 'crashed', 'training', 'india', 'september']",old photos unrelated aircrafts claim rafale fighter jet crashed training india september
54707,24118,Chhattisgarh  MLA accused of ÔmisbehavingÕ with Air India female staff,https://www.thestatesman.com/wp-content/uploads/2019/06/AI.jpg,THESTATESMAN,VIOLENCE,Jun-19,TRUE,"['chhattisgarh', 'mla', 'accused', 'ômisbehavingõ', 'air', 'india', 'female', 'staff']",chhattisgarh mla accused ômisbehavingõ air india female staff
7561,10409,Inmate asked to dump garbage outside Goa prison; escapes,https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_483990038.jpg,TRIBUNEINDIA,VIOLENCE,Aug-20,TRUE,"['inmate', 'asked', 'dump', 'garbage', 'outside', 'goa', 'prison', 'escapes']",inmate asked dump garbage outside goa prison escapes
10234,3502,"PM Modi to lay foundation stone of new Parliament building: Total cost, dates and everything we know so far","https://images.indianexpress.com/2020/11/new-parliament-complex-1200-outside.jpg?resize=450,253",INDIANEXPRESS,POLITICS,Nov-20,TRUE,"['modi', 'lay', 'foundation', 'stone', 'new', 'parliament', 'building', 'total', 'cost', 'dates', 'know', 'far']",modi lay foundation stone new parliament building total cost dates know far
6476,3592,"Will back you to the hilt, Mamata Banerjee assures protesting farmers","https://images.indianexpress.com/2020/12/tmc.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Dec-20,TRUE,"['hilt', 'mamata', 'banerjee', 'assures', 'protesting', 'farmers']",hilt mamata banerjee assures protesting farmers
46407,49466,Fact Check: Is Central Govt Distributing Rs 2000 To Every Girl Child Under PM Kalyan Aashirvad....Fact Check: Ambanis to help Kangana with Rs 200 crore for new studio?, https://newsmobile.in/wp-content/uploads/2020/11/WhatsApp-Image-2020-11-27-at-3.08.33-PM.jpeg,AUGMENT,COVID-19,,Fake,"['fact', 'check', 'central', 'govt', 'distributing', 'girl', 'child', 'kalyan', 'aashirvad', 'fact', 'check', 'ambanis', 'help', 'kangana', 'crore', 'new', 'studio']",fact check central govt distributing girl child kalyan aashirvad fact check ambanis help kangana crore new studio
33377,772,Moga villages pass resolutions: Û÷Covid patients will be treated in village itselfÛª,"https://images.indianexpress.com/2020/09/punjab-police.jpg?resize=450,250",INDIANEXPRESS,COVID-19,Sep-20,TRUE,"['moga', 'villages', 'pass', 'resolutions', 'covid', 'patients', 'treated', 'village']",moga villages pass resolutions covid patients treated village
30720,47058,Fact Checked: Kolkata doctor assaulted by patientÕs kin is NOT dead, https://www.thestatesman.com/wp-content/uploads/2020/02/doctor.jpg,AUGMENT,MISLEADING,,Fake,"['fact', 'checked', 'kolkata', 'doctor', 'assaulted', 'patientõs', 'kin', 'dead']",fact checked kolkata doctor assaulted patientõs kin dead
37521,19401,Delhi airport opens exclusive terminal for private jets,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1372661664.jpg,TRIBUNEINDIA,TERROR,Sep-20,TRUE,"['delhi', 'airport', 'opens', 'exclusive', 'terminal', 'private', 'jets']",delhi airport opens exclusive terminal private jets
49298,22108,ÔWomen like her give birth to rapistsÕ: Kangana Ranaut on Indira JaisingÕs Ôforgive Nirbhaya convictsÕ appeal,https://www.thestatesman.com/wp-content/uploads/2020/01/2-15.jpg,THESTATESMAN,VIOLENCE,Jan-20,TRUE,"['ôwomen', 'like', 'birth', 'rapistsõ', 'kangana', 'ranaut', 'indira', 'jaisingõs', 'ôforgive', 'nirbhaya', 'convictsõ', 'appeal']",ôwomen like birth rapistsõ kangana ranaut indira jaisingõs ôforgive nirbhaya convictsõ appeal
27048,27862,"Article 370 move breach of constitutional promise by Nehru and Patel to J&K, says Owaisi",https://static.theprint.in/wp-content/uploads/2019/08/Asaduddin-Owaisi-324x235.jpg,THEPRINT,ELECTION,Aug-19,TRUE,"['article', 'breach', 'constitutional', 'promise', 'nehru', 'patel', 'says', 'owaisi']",article breach constitutional promise nehru patel says owaisi
53150,13646,CISF jawan succumbs to COVID-19; 18th death among paramilitary forces,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1961240473.JPG,TRIBUNEINDIA,COVID-19,Jun-20,TRUE,"['cisf', 'jawan', 'succumbs', 'covid', 'death', 'paramilitary', 'forces']",cisf jawan succumbs covid death paramilitary forces
26025,24317,"19-year-old girl gangraped by friends, dies in Aurangabad",https://www.thestatesman.com/wp-content/uploads/2019/05/Alwar-gang-2.jpg,THESTATESMAN,GOVERNMENT,May-19,TRUE,"['year', 'old', 'girl', 'gangraped', 'friends', 'dies', 'aurangabad']",year old girl gangraped friends dies aurangabad
11390,32345,"Left Front worker missing since youths, students Nabanna March",https://www.thestatesman.com/wp-content/uploads/2021/02/FB_IMG_1613294855831.jpg,THESTATEMAN,GOVERNMENT,Feb-21,TRUE,"['left', 'worker', 'missing', 'youths', 'students', 'nabanna', 'march']",left worker missing youths students nabanna march
41434,4096,"Collective, volunteers: In Kerala local polls, no politics is new politics","https://images.indianexpress.com/2020/11/Kerala-7.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Nov-20,TRUE,"['collective', 'volunteers', 'kerala', 'local', 'polls', 'politics', 'new', 'politics']",collective volunteers kerala local polls politics new politics
45091,44066,Fact Check: Did this woman knock off a priest for saying fat women wont go to heaven?,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201909/fat_woman_cover_pic-170x96.png?uNE3XBMBPuSoSJENblWx_xu1gCUJcmF4,INDIATODAY,POLITICS,19-Sep,Fake,"['fact', 'check', 'woman', 'knock', 'priest', 'saying', 'fat', 'women', 'heaven']",fact check woman knock priest saying fat women heaven
40222,27939,"How to tame swollen Ghaggar? Flood fear looms but consensus eludes Punjab, Haryana",https://static.theprint.in/wp-content/uploads/2019/07/Ghaggar_river_in_Panchkula-324x235.jpg,THEPRINT,GOVERNMENT,Jul-19,TRUE,"['tame', 'swollen', 'ghaggar', 'flood', 'fear', 'looms', 'consensus', 'eludes', 'punjab', 'haryana']",tame swollen ghaggar flood fear looms consensus eludes punjab haryana
48344,53903,"TOI Editor Tweets Misleading WhatsApp Message Targeting Amartya Sen,...",https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/12/2020_12$smallthumbimg_320337164.jpg,AUGMENT,POLITICS,,Fake,"['toi', 'editor', 'tweets', 'misleading', 'whatsapp', 'message', 'targeting', 'amartya', 'sen']",toi editor tweets misleading whatsapp message targeting amartya sen
19585,15610,183 stranded Indians brought back from Muscat,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_953524044.JPG,TRIBUNEINDIA,COVID-19,May-20,TRUE,"['stranded', 'indians', 'brought', 'muscat']",stranded indians brought muscat
1424,23439,"Tis Hazari clash: Security tightened as lawyers go on strike, top cop removed",https://www.thestatesman.com/wp-content/uploads/2019/11/police-1.jpg,THESTATESMAN,GOVERNMENT,Nov-19,TRUE,"['tis', 'hazari', 'clash', 'security', 'tightened', 'lawyers', 'strike', 'cop', 'removed']",tis hazari clash security tightened lawyers strike cop removed
26950,23374,Latest map ÔaccurateÕ: India on NepalÕs objection over Kalapani area,https://www.thestatesman.com/wp-content/uploads/2019/11/India-Nepal.jpg,THESTATESMAN,POLITICS,Nov-19,TRUE,"['latest', 'map', 'ôaccurateõ', 'india', 'nepalõs', 'objection', 'kalapani', 'area']",latest map ôaccurateõ india nepalõs objection kalapani area
46501,29055,"Congress kept out of UP alliance to correct poll arithmetic, says Akhilesh Yadav",https://static.theprint.in/wp-content/uploads/2018/12/2018_12img30_Dec_2018_PTI12_30_2018_000083B-e1546168035527-324x235.jpg,THEPRINT,ELECTION,Dec-18,TRUE,"['congress', 'kept', 'alliance', 'correct', 'poll', 'arithmetic', 'says', 'akhilesh', 'yadav']",congress kept alliance correct poll arithmetic says akhilesh yadav
56457,10026,UP: 2 more cops suspended over Dalit boyÛªs Û÷custodialÛª death,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_2057977822.jpg,TRIBUNEINDIA,VIOLENCE,Sep-20,TRUE,"['cops', 'suspended', 'dalit', 'boy', 'ûªs', 'custodial', 'death']",cops suspended dalit boy ûªs custodial death
24277,50510,"No, this is not the nephew of UP Deputy CM Keshav Maurya assaulting a Sikh driver",https://static.theprint.in/wp-content/uploads/2017/11/IMG_5624-e1563893466354-324x235.jpg,AUGMENT,VIOLENCE,,Fake,"['nephew', 'deputy', 'keshav', 'maurya', 'assaulting', 'sikh', 'driver']",nephew deputy keshav maurya assaulting sikh driver
6297,3015,Three terrorists killed in an encounter with security forces in Sugan area of Shopian in J&K,"https://imgk.timesnownews.com/story/encounter_JK_ANI_3.jpeg?tr=w-100,h-75",TIMESNOW,COVID-19,Oct-20,TRUE,"['terrorists', 'killed', 'encounter', 'security', 'forces', 'sugan', 'area', 'shopian']",terrorists killed encounter security forces sugan area shopian
55025,39113,The True Story Behind One Of India's Most Well Known Fakes,https://boomlive.in/wp-content/uploads/2019/05/modi-nauka03.jpg,BOOMLIVE,GOVERNMENT,19-May,Fake,"['true', 'story', 'india', 'known', 'fakes']",true story india known fakes
18931,38989,Viral Message Claiming 10-Year Jail Term For Attack On Christians Is...,https://boomlive.in/wp-content/uploads/2018/10/Supreme-court-messag.jpg,BOOMLIVE,MISLEADING,18-Oct,Fake,"['viral', 'message', 'claiming', 'year', 'jail', 'term', 'attack', 'christians']",viral message claiming year jail term attack christians
20583,46922,Old Image From Egypt Goes Viral In India As Beef Ban Debate Rages, https://www.thestatesman.com/wp-content/uploads/2020/12/QT-Uddhav-Thackeray.jpg,AUGMENT,MISLEADING,,Fake,"['old', 'image', 'egypt', 'goes', 'viral', 'india', 'beef', 'ban', 'debate', 'rages']",old image egypt goes viral india beef ban debate rages
35757,39768,Dr Aishaâs claim on Twitter as a Covid-19 victim sends many into mourning; Fact Check,https://digiteye.in/wp-content/uploads/2020/08/aisha-fake-stamp-300x160.jpg,DIGITEYE,MISLEADING,20-Aug,Fake,"['aishaâ', 'claim', 'twitter', 'covid', 'victim', 'sends', 'mourning', 'fact', 'check']",aishaâ claim twitter covid victim sends mourning fact check
39825,2476,"No earthquake in Hampi, was false alarm by software: Karnataka Natural Disaster Monitoring Centre",https://www.thestatesman.com/wp-content/uploads/2020/06/hampi.jpg,THESTATESMAN,TERROR,Jun-20,TRUE,"['earthquake', 'hampi', 'false', 'alarm', 'software', 'karnataka', 'natural', 'disaster', 'monitoring', 'centre']",earthquake hampi false alarm software karnataka natural disaster monitoring centre
41938,7370,Himachal to create 100 parks providing recreational space to elderly,https://www.thestatesman.com/wp-content/uploads/2020/07/park.jpg,THESTATEMAN,GOVERNMENT,Jul-20,TRUE,"['himachal', 'create', 'parks', 'providing', 'recreational', 'space', 'elderly']",himachal create parks providing recreational space elderly
55727,55591,Did Uddhav Thackeray bow in front of Sonia Gandhi?s picture? Here?s....Fact Check: Did Rahul Gandhi stage his meeting with migrants at Delhis Sukhdev Vihar?,https://www.thestatesman.com/wp-content/uploads/2020/04/train-3.jpg,AUGMENT,MISLEADING,,Fake,"['uddhav', 'thackeray', 'bow', 'sonia', 'gandhi', 'picture', 'fact', 'check', 'rahul', 'gandhi', 'stage', 'meeting', 'migrants', 'delhi', 'sukhdev', 'vihar']",uddhav thackeray bow sonia gandhi picture fact check rahul gandhi stage meeting migrants delhi sukhdev vihar
30926,11912,"Delay in calling session will create a constitutional crisis, former law ministers tell Rajasthan governor",https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_1163676457.jpg,TRIBUNEINDIA,ELECTION,Jul-20,TRUE,"['delay', 'calling', 'session', 'create', 'constitutional', 'crisis', 'law', 'ministers', 'tell', 'rajasthan', 'governor']",delay calling session create constitutional crisis law ministers tell rajasthan governor
4887,22593,"Indian-Americans protest against CAA, NRC in front of Mahatma Gandhi statue in Washington",https://www.thestatesman.com/wp-content/uploads/2019/12/us-1.jpg,THESTATESMAN,POLITICS,Dec-19,TRUE,"['indian', 'americans', 'protest', 'caa', 'nrc', 'mahatma', 'gandhi', 'statue', 'washington']",indian americans protest caa nrc mahatma gandhi statue washington
39961,37081,"Donald Trumpï¿½s threat to Iran, and what it means for the world and India",https://static.theprint.in/wp-content/uploads/2018/04/trump-2-e1570773280874-324x235.jpg,THEPRINT,TRAD,Apr-18,TRUE,"['donald', 'trumpï', 'threat', 'iran', 'means', 'world', 'india']",donald trumpï threat iran means world india
48354,18968,"SOPs for cultural events: Artistes, crew need Covid-negative certificate, no entry without masks",https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1724772263.JPG,TRIBUNEINDIA,COVID-19,Oct-20,TRUE,"['sops', 'cultural', 'events', 'artistes', 'crew', 'need', 'covid', 'negative', 'certificate', 'entry', 'masks']",sops cultural events artistes crew need covid negative certificate entry masks
21776,33890,BMC withdraws its no burial order for dead bodies of COVID-19 patients,https://www.thestatesman.com/wp-content/uploads/2020/03/burial.jpg,THESTATEMAN,VIOLENCE,Mar-20,TRUE,"['bmc', 'withdraws', 'burial', 'order', 'dead', 'bodies', 'covid', 'patients']",bmc withdraws burial order dead bodies covid patients
18646,33462,"UN welcomes Indias COVID-19 stimulus package, slashes growth to 1.2%",https://www.thestatesman.com/wp-content/uploads/2020/05/construction-1.jpg,THESTATEMAN,COVID-19,May-20,TRUE,"['welcomes', 'india', 'covid', 'stimulus', 'package', 'slashes', 'growth']",welcomes india covid stimulus package slashes growth
33572,14895,Û÷Vande Bharat MissionÛª to be ramped up; 1 lakh more Indians to be brought home,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1925534428.JPG,TRIBUNEINDIA,COVID-19,May-20,TRUE,"['vande', 'bharat', 'mission', 'ramped', 'lakh', 'indians', 'brought', 'home']",vande bharat mission ramped lakh indians brought home
52906,21428,"ÔCrossed over, came back, now firmly in saddleÕ: Ajit Pawar on allying with BJP",https://www.thestatesman.com/wp-content/uploads/2020/03/Ajit-Pawar.jpg,THESTATESMAN,ELECTION,Mar-20,TRUE,"['ôcrossed', 'came', 'firmly', 'saddleõ', 'ajit', 'pawar', 'allying', 'bjp']",ôcrossed came firmly saddleõ ajit pawar allying bjp
37384,13221,"Talks on, no sign of de-escalation yet",https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_2097997506.jpg,TRIBUNEINDIA,POLITICS,Jul-20,TRUE,"['talks', 'sign', 'escalation']",talks sign escalation
18019,32674,Not party statement: TMC distances itself from Mahua Moitras 2 paisa press controversy,https://www.thestatesman.com/wp-content/uploads/2020/11/pjimage-98.jpg,THESTATEMAN,ELECTION,Nov-20,TRUE,"['party', 'statement', 'tmc', 'distances', 'mahua', 'moitra', 'paisa', 'press', 'controversy']",party statement tmc distances mahua moitra paisa press controversy
48924,19455,"Union Budget 2021-22: Finance Minister proposes 9 measures for agriculture, allied sectors and farmersÕ welfare",https://www.thestatesman.com/wp-content/uploads/2021/02/QT-Farmers.jpg,THESTATESMAN,GOVERNMENT,Feb-21,TRUE,"['union', 'budget', 'finance', 'minister', 'proposes', 'measures', 'agriculture', 'allied', 'sectors', 'farmersõ', 'welfare']",union budget finance minister proposes measures agriculture allied sectors farmersõ welfare
51332,8507,"Facing Islamic State, last embattled Sikhs, Hindus leave Afghanistan",https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_339849478.JPG,TRIBUNEINDIA,TERROR,Sep-20,TRUE,"['facing', 'islamic', 'state', 'embattled', 'sikhs', 'hindus', 'leave', 'afghanistan']",facing islamic state embattled sikhs hindus leave afghanistan
53645,15402,"CBSE to release datesheet for remaining Classes 10,12 exams on Monday",https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1123877732.jpg,TRIBUNEINDIA,TERROR,May-20,TRUE,"['cbse', 'release', 'datesheet', 'remaining', 'classes', 'exams', 'monday']",cbse release datesheet remaining classes exams monday
43619,8069,"LJP walks out of NDA in Bihar, but ready to back BJP-led govt",https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_607937489.jpg,TRIBUNEINDIA,ELECTION,Oct-20,TRUE,"['ljp', 'walks', 'nda', 'bihar', 'ready', 'bjp', 'led', 'govt']",ljp walks nda bihar ready bjp led govt
40806,32904,Mob beats murder accused to death in presence of police in Uttar Pradeshs Kushinagar,https://www.thestatesman.com/wp-content/uploads/2020/09/mob.jpg,THESTATEMAN,VIOLENCE,Sep-20,TRUE,"['mob', 'beats', 'murder', 'accused', 'death', 'presence', 'police', 'uttar', 'pradesh', 'kushinagar']",mob beats murder accused death presence police uttar pradesh kushinagar
17905,17165,Got a toilet in house after becoming MLA: Union minister Kataria,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1424614476.jpg,TRIBUNEINDIA,ELECTION,Nov-20,TRUE,"['got', 'toilet', 'house', 'mla', 'union', 'minister', 'kataria']",got toilet house mla union minister kataria
18792,24300,575 Jammu and Kashmir youth join Indian Army,https://www.thestatesman.com/wp-content/uploads/2019/08/QT-jk.jpg,THESTATESMAN,TERROR,Aug-19,TRUE,"['jammu', 'kashmir', 'youth', 'join', 'indian', 'army']",jammu kashmir youth join indian army
27663,45896,Fact Check: Pictures from 2020 Delhi riots shared as recent clashes..., https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_374653466.jpeg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'pictures', 'delhi', 'riots', 'shared', 'recent', 'clashes']",fact check pictures delhi riots shared recent clashes
54620,16633,PMÕs visit to vaccine hubs: Anand Sharma counters Surjewala,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1895618600.jpg,TRIBUNEINDIA,POLITICS,Nov-20,TRUE,"['pmõs', 'visit', 'vaccine', 'hubs', 'anand', 'sharma', 'counters', 'surjewala']",pmõs visit vaccine hubs anand sharma counters surjewala
33691,19822,All you need to know about high-security registration plates,https://www.thestatesman.com/wp-content/uploads/2020/12/lockdown-afp.jpg,THESTATESMAN,GOVERNMENT,Dec-20,TRUE,"['need', 'know', 'high', 'security', 'registration', 'plates']",need know high security registration plates
8734,41549,Child Kidnapping Rumours Revived With Debunked Images,https://www.boomlive.in/h-upload/2020/07/15/500x300_925594-child-kidnapping-rumours-in-india.jpg,BOOMLIVE,VIOLENCE,20-Jul,Fake,"['child', 'kidnapping', 'rumours', 'revived', 'debunked', 'images']",child kidnapping rumours revived debunked images
44716,47574,Video from Sri Lanka shared as Muslim man in India forced to drink alcohol and cow urine," https://images.indianexpress.com/2020/10/elderly-man.jpg?resize=450,250",AUGMENT,VIOLENCE,,Fake,"['video', 'sri', 'lanka', 'shared', 'muslim', 'man', 'india', 'forced', 'drink', 'alcohol', 'cow', 'urine']",video sri lanka shared muslim man india forced drink alcohol cow urine
33709,8714,No coercive action against Facebook VP till October 15: SC to Delhi Assembly panel,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1352341859.jpg,TRIBUNEINDIA,VIOLENCE,Sep-20,TRUE,"['coercive', 'action', 'facebook', 'till', 'october', 'delhi', 'assembly', 'panel']",coercive action facebook till october delhi assembly panel
16709,43176,This touching elephant calf picture is not from Kerala floods; heres...,https://newsmobile.in/wp-content/uploads/2018/08/Fake_Elephant_Kerala.jpg,NEWSMOBILE,MISLEADING,18-Aug,Fake,"['touching', 'elephant', 'calf', 'picture', 'kerala', 'floods']",touching elephant calf picture kerala floods
9200,34885,"Acche beete 5 saal, lage raho Kejriwal: AAP launches new slogan for 2020 Delhi Assembly polls",https://www.thestatesman.com/wp-content/uploads/2019/12/aap.jpg,THESTATEMAN,ELECTION,Dec-19,TRUE,"['acche', 'beete', 'saal', 'lage', 'raho', 'kejriwal', 'aap', 'launches', 'new', 'slogan', 'delhi', 'assembly', 'polls']",acche beete saal lage raho kejriwal aap launches new slogan delhi assembly polls
31982,14071,Navy ship brings back 233 from Iran,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_164473432.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE,"['navy', 'ship', 'brings', 'iran']",navy ship brings iran
691,13445,Covid claims 4 lives in Rajasthan; 287 test positive,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_239005182.jpg,TRIBUNEINDIA,COVID-19,Jun-20,TRUE,"['covid', 'claims', 'lives', 'rajasthan', 'test', 'positive']",covid claims lives rajasthan test positive
1447,52821,Fact Check: This Video Of Rally In Support Of PM.... Fact Check: 2019 video of crowd at Territorial Army recruitment camp...,https://www.thestatesman.com/wp-content/uploads/2020/10/un.jpg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'video', 'rally', 'support', 'fact', 'check', 'video', 'crowd', 'territorial', 'army', 'recruitment', 'camp']",fact check video rally support fact check video crowd territorial army recruitment camp
20028,15436,Cop dies of COVID-19 in Mumbai; 9th death in city police force,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_88416868.jpg,TRIBUNEINDIA,VIOLENCE,May-20,TRUE,"['cop', 'dies', 'covid', 'mumbai', 'death', 'city', 'police', 'force']",cop dies covid mumbai death city police force
20980,1235,"Ghulam Nabi Azad loses post, Rahul GandhiÛªs squad get promotions in Congress shake-up",https://www.thestatesman.com/wp-content/uploads/2020/09/azad.jpg,THESTATESMAN,GOVERNMENT,Sep-20,TRUE,"['ghulam', 'nabi', 'azad', 'loses', 'post', 'rahul', 'gandhi', 'ûªs', 'squad', 'promotions', 'congress', 'shake']",ghulam nabi azad loses post rahul gandhi ûªs squad promotions congress shake
40703,21466,ED files money laundering case against former AAP councillor Tahir Hussain,https://www.thestatesman.com/wp-content/uploads/2020/03/Tahir-Hussain.jpg,THESTATESMAN,VIOLENCE,Mar-20,TRUE,"['files', 'money', 'laundering', 'case', 'aap', 'councillor', 'tahir', 'hussain']",files money laundering case aap councillor tahir hussain
42281,10631,20 hospitalised after gas leak in AndhraÛªs Chittoor,https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1194338582.jpeg,TRIBUNEINDIA,VIOLENCE,Aug-20,TRUE,"['hospitalised', 'gas', 'leak', 'andhra', 'ûªs', 'chittoor']",hospitalised gas leak andhra ûªs chittoor
8894,21818,"Rail overbridge collapses at Bhopal railway station, several injured",https://www.thestatesman.com/wp-content/uploads/2019/12/ir.jpg,THESTATESMAN,TERROR,Dec-19,TRUE,"['rail', 'overbridge', 'collapses', 'bhopal', 'railway', 'station', 'injured']",rail overbridge collapses bhopal railway station injured
23669,29400,"Nobody knows about Modis father, says Congress leader Vilasrao Muttemwar",https://static.theprint.in/wp-content/uploads/2018/11/1962182_238971416307168_1898211064642110371_o-324x235.jpg,THEPRINT,ELECTION,Nov-18,TRUE,"['knows', 'modi', 'father', 'says', 'congress', 'leader', 'vilasrao', 'muttemwar']",knows modi father says congress leader vilasrao muttemwar
35954,15795,Fire breaks out at cardboard factory in DelhiÛªs Bawana,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_321909360.jpg,TRIBUNEINDIA,POLITICS,May-20,TRUE,"['breaks', 'cardboard', 'factory', 'delhi', 'ûªs', 'bawana']",breaks cardboard factory delhi ûªs bawana
15349,5525,"Maharashtra: Minister demands PresidentÕs rule in UP to check atrocities against Dalits, women","https://images.indianexpress.com/2020/10/Nitin-Raut.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Oct-20,TRUE,"['maharashtra', 'minister', 'demands', 'presidentõs', 'rule', 'check', 'atrocities', 'dalits', 'women']",maharashtra minister demands presidentõs rule check atrocities dalits women
22473,42136,Fact Check: This Picture Is NOT Related To Farmers Protest At...,https://newsmobile.in/wp-content/uploads/2021/01/fc2-1.jpg,NEWSMOBILE,VIOLENCE,21-Jan,Fake,"['fact', 'check', 'picture', 'related', 'farmers', 'protest']",fact check picture related farmers protest
38754,47547,Imran Khan with world leaders at G20 summit? Photshopped image reappears, https://www.thestatesman.com/wp-content/uploads/2020/02/Faesal.jpg,AUGMENT,GOVERNMENT,,Fake,"['imran', 'khan', 'world', 'leaders', 'summit', 'photshopped', 'image', 'reappears']",imran khan world leaders summit photshopped image reappears
41106,36242,The Modi wave is real ï¿½ BJP wins 80% of seats PM held rallies in,https://static.theprint.in/wp-content/uploads/2019/02/Modi-3-324x235.jpg,THEPRINT,POLITICS,Feb-19,TRUE,"['modi', 'wave', 'real', 'bjp', 'wins', 'seats', 'held', 'rallies']",modi wave real bjp wins seats held rallies
13975,26113,"BJP will solve Matua refugees problems after coming to power in Bengal, says UP Dy CM Maurya",https://static.theprint.in/wp-content/uploads/2021/01/Keshav-mutua_edited-324x235.jpg,THEPRINT,POLITICS,Jan-21,TRUE,"['bjp', 'solve', 'matua', 'refugees', 'problems', 'coming', 'power', 'bengal', 'says', 'maurya']",bjp solve matua refugees problems coming power bengal says maurya
30930,2185,AssamÛªs Baghjan oil wells resume operation after massive blowout,https://www.thestatesman.com/wp-content/uploads/2020/06/Assam-1.jpg,THESTATESMAN,GOVERNMENT,Jun-20,TRUE,"['assam', 'ûªs', 'baghjan', 'oil', 'wells', 'resume', 'operation', 'massive', 'blowout']",assam ûªs baghjan oil wells resume operation massive blowout
